,Team,Chassis,Engine,Tires,{{Tooltip|No.|Car number}},Driver(s),Rounds,Season,Round(s),Drivers,,#,No,Tire,Ref(s),,No.
40,[[Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,5,"{{flagicon|USA}} [[Conor Daly]] {{Color box|orange|R|border=silver}} <ref>{{cite news|url=http://www.spmindycar.com/conor-daly-to-drive-for-spm-at-dual-in-detroit/|title=Conor Daly to Drive for SPM at Dual in Detroit|work=[[Schmidt Peterson Motorsports]]|date=May 26, 2015|access-date=May 27, 2015|archive-date=May 26, 2015|archive-url=https://web.archive.org/web/20150526173647/http://www.spmindycar.com/conor-daly-to-drive-for-spm-at-dual-in-detroit/|url-status=dead}}</ref>",,2015,"7–8, 10",,,,,,,,
41,[[Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,7,"{{flagicon|GBR}} [[James Jakes]]<ref name=""Jakes"">{{cite news|url=http://www.spmindycar.com/james-jakes-to-drive-for-spm-in-2015/|title=JAMES JAKES TO DRIVE FOR SPM IN 2015|work=[[Schmidt Peterson Motorsports]]|date=February 16, 2015|access-date=February 16, 2015|archive-date=February 16, 2015|archive-url=https://web.archive.org/web/20150216175731/http://www.spmindycar.com/james-jakes-to-drive-for-spm-in-2015/|url-status=dead}}</ref>",,2015,All,,,,,,,,
42,[[Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,43,"{{flagicon|USA}} [[Conor Daly]] {{Color box|orange|R|border=silver}}<ref name=""Daly500"">{{cite news|url=https://abcnews.go.com/Sports/wireStory/conor-daly-race-indy-500-schmidt-peterson-motorsports-30581486/|title=Conor Daly to Race Indy 500 for Schmidt Peterson Motorsports|work=[[American Broadcasting Company|ABC]]|date=April 25, 2015|access-date=April 25, 2015}}</ref>{{refn|name=IndyRookie|group=N}}",,2015,6,,,,,,,,
43,[[Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,77,"{{flagicon|RUS}} [[Mikhail Aleshin]]<ref>{{cite web|last=DiZinno|first=Tony|url=http://motorsportstalk.nbcsports.com/2015/08/05/aleshin-confirms-indycar-test-race-return-at-sonoma-with-spm/|title=Aleshin confirms IndyCar test, race return at Sonoma with SPM|publisher=[[NBC Sports]]|date=August 5, 2015|access-date=August 5, 2015}}</ref>",,2015,16,,,,,,,,
44,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,1,{{flagicon|AUS}} [[Will Power]],,2015,All,,,,,,,,
45,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,2,{{flagicon|COL}} [[Juan Pablo Montoya]],,2015,All,,,,,,,,
46,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,3,{{flagicon|BRA}} [[Hélio Castroneves]],,2015,All,,,,,,,,
47,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,22,"{{flagicon|FRA}} [[Simon Pagenaud]]<ref>{{cite news|title=Penske adds Pagenaud as fourth driver for '15|url=http://www.indycar.com/News/2014/09/9-29-Pagenaud-moves-to-Team-Penske-for-2015|work=[[IndyCar Series]]|access-date=September 29, 2014}}</ref>",,2015,All,,,,,,,,
0,[[A. J. Foyt Enterprises]],,[[Honda Indy V6|Honda]],,14,"{{flagicon|JPN}} [[Takuma Sato]]<ref name=""Foyt retains Sato, Hawksworth for 2016"">{{cite web|last=Klein|first=Jamie|title=Foyt retains Sato, Hawksworth for 2016|url=http://www.motorsport.com/indycar/news/foyt-retains-sato-hawksworth-for-2016/|website=[[Motorsport.com]]|publisher=Motorsport Network, LLC.|access-date=December 16, 2015|date=December 16, 2015}}</ref>",All,2016,,,,,,,,,
1,[[A. J. Foyt Enterprises]],,[[Honda Indy V6|Honda]],,35,"{{flagicon|CAN}} [[Alex Tagliani]]<ref>{{cite web|title=Tagliani to do ""Indy Double"" with Foyt, Alfe Heat Treating|url=http://www.indycar.com/News/2016/03/03-17-Tagliani-Month-Of-May-With-Foyt|website=IndyCar.com|publisher=Brickyard Trademarks, Inc.|access-date=March 17, 2016|date=March 17, 2016}}</ref>",5–6,2016,,,,,,,,,
2,[[A. J. Foyt Enterprises]],,[[Honda Indy V6|Honda]],,41,"{{flagicon|GBR}} [[Jack Hawksworth]]<ref name=""Foyt retains Sato, Hawksworth for 2016"" />",All,2016,,,,,,,,,
3,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,26,"{{flagicon|COL}} [[Carlos Muñoz (racing driver)|Carlos Muñoz]]<ref>{{cite web|last=Khorounzhiy|first=Valentin|title=Andretti retains Carlos Munoz for 2016|url=http://www.motorsport.com/indycar/news/andretti-retains-carlos-munoz-for-2016/|website=[[Motorsport.com]]|publisher=Motorsport Network, LLC.|access-date=November 17, 2015|date=November 17, 2015|archive-date=March 16, 2016|archive-url=https://web.archive.org/web/20160316160854/http://www.motorsport.com/indycar/news/andretti-retains-carlos-munoz-for-2016/|url-status=dead}}</ref>",All,2016,,,,,,,,,
4,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,27,{{flagicon|USA}} [[Marco Andretti]],All,2016,,,,,,,,,
5,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,28,{{flagicon|USA}} [[Ryan Hunter-Reay]],All,2016,,,,,,,,,
6,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,29,{{flagicon|USA}} [[Townsend Bell]],6,2016,,,,,,,,,
7,[[Andretti Autosport|Andretti]] [[Bryan Herta Autosport|Herta Autosport]] with [[Curb Agajanian Performance Group|Curb Agajanian]],,[[Honda Indy V6|Honda]],,98,"{{flagicon|USA}} [[Alexander Rossi (racing driver)|Alexander Rossi]] {{color box|orange|R|border=silver}}<ref name=""IndyCar: Alexander Rossi confirmed at Andretti"">{{cite web|last=Reiman|first=Samuel|title=IndyCar: Alexander Rossi confirmed at Andretti|url=http://www.foxsports.com/motor/story/indycar-alexander-rossi-andretti-after-f1-falls-through-022316|website=[[Foxsports.com]]|publisher=[[Fox Sports Digital Media]]|access-date=February 23, 2016|date=February 23, 2016}}</ref>",All,2016,,,,,,,,,
8,[[Chip Ganassi Racing]],,[[Chevrolet Indy V6|Chevrolet]],,8,"{{flagicon|GBR}} [[Max Chilton]] {{color box|orange|R|border=silver}}<ref>{{cite web|last=Straw|first=Edd|title=Ex-F1 driver Max Chilton joins Ganassi for 2016 IndyCar season|url=http://www.autosport.com/news/report.php/id/122655|website=[[Autosport]].com|publisher=[[Haymarket Media Group]]|access-date=February 1, 2016|date=February 1, 2016}}</ref>",All,2016,,,,,,,,,
9,[[Chip Ganassi Racing]],,[[Chevrolet Indy V6|Chevrolet]],,9,{{flagicon|NZL}} [[Scott Dixon]],All,2016,,,,,,,,,
10,[[Chip Ganassi Racing]],,[[Chevrolet Indy V6|Chevrolet]],,10,{{flagicon|BRA}} [[Tony Kanaan]],All,2016,,,,,,,,,
11,[[Chip Ganassi Racing]],,[[Chevrolet Indy V6|Chevrolet]],,{{Tooltip|83|Raced as #42 for the Indianapolis 500 for sponsorship reasons.}},{{flagicon|USA}} [[Charlie Kimball]],All,2016,,,,,,,,,
12,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,"{{Tooltip|18|Raced as #88 for the Pocono race in honor of Bryan Clauson, who had died on August 6 during the USAC Belleville Midget Nationals.}}","{{flagicon|USA}} [[Conor Daly]] {{color box|orange|R|border=silver}}<ref>{{cite web|last=Malsher|first=David|title=Dale Coyne signs Conor Daly and Bryan Clauson|url=http://www.motorsport.com/indycar/news/dale-coyne-signs-conor-daly-and-bryan-clauson/|website=[[Motorsport.com]]|publisher=Motorsport Network, LLC.|access-date=December 11, 2015|date=December 11, 2015}}</ref>{{refn|name=IndyRookie|group=N|Not considered rookie for Indy 500.}}",All,2016,,,,,,,,,
13,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,19,"{{flagicon|ITA}} [[Luca Filippi]]<ref>{{cite web|title=Team Outlook 2016: Coyne settling on more consistent lineup|url=http://www.indycar.com/News/2016/03/03-05-Coyne-team-preview|website=IndyCar.com|publisher=Brickyard Trademarks, Inc.|access-date=March 5, 2016|date=March 5, 2016}}</ref>","1–4, 11",2016,,,,,,,,,
14,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,19,{{flagicon|COL}} [[Gabby Chaves]],"5–10, 14",2016,,,,,,,,,
15,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,19,{{flagicon|USA}} [[R. C. Enerson]] {{color box|orange|R|border=silver}},"12, 15–16",2016,,,,,,,,,
16,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,19,{{flagicon|GBR}} [[Pippa Mann]],13,2016,,,,,,,,,
17,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,63,{{flagicon|GBR}} [[Pippa Mann]],6,2016,,,,,,,,,
18,[[Dale Coyne Racing|Dale Coyne]] / [[Jonathan Byrd's Racing]],,[[Honda Indy V6|Honda]],,88,{{flagicon|USA}} [[Bryan Clauson]] {{color box|orange|R|border=silver}}{{refn|name=IndyRookie|group=N}},6,2016,,,,,,,,,
19,[[Dreyer & Reinbold Racing]],,[[Chevrolet Indy V6|Chevrolet]],,24,"{{flagicon|USA}} [[Sage Karam]]<ref>{{cite news|last=Hembree|first=Mike|title=Gas Monkey Garage to sponsor Sage Karam in Indianapolis 500 bid|url=http://sports.usatoday.com/2016/01/21/sage-karam-gas-monkey-garage-indianapolis-500-dreyer-reinbold-kingdom-racing/|access-date=January 21, 2016|work=[[USA Today]]|publisher=[[Gannett Company]]|date=January 21, 2016|location=[[Charlotte, North Carolina]]|archive-date=May 22, 2017|archive-url=https://web.archive.org/web/20170522023118/http://sports.usatoday.com/2016/01/21/sage-karam-gas-monkey-garage-indianapolis-500-dreyer-reinbold-kingdom-racing|url-status=dead}}</ref>",6,2016,,,,,,,,,
20,"[[Ed Carpenter Racing]]<ref name=""INDYCAR: Carpenter, Fisher confirm split"">{{cite web|title=INDYCAR: Carpenter, Fisher confirm split|url=http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=January 30, 2016|date=January 28, 2016|archive-url=https://web.archive.org/web/20160130043045/http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|archive-date=January 30, 2016|url-status=dead}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,6,{{flagicon|USA}} [[J. R. Hildebrand]],5–6,2016,,,,,,,,,
21,"[[Ed Carpenter Racing]]<ref name=""INDYCAR: Carpenter, Fisher confirm split"">{{cite web|title=INDYCAR: Carpenter, Fisher confirm split|url=http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=January 30, 2016|date=January 28, 2016|archive-url=https://web.archive.org/web/20160130043045/http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|archive-date=January 30, 2016|url-status=dead}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,20,{{flagicon|USA}} [[Ed Carpenter (racing driver)|Ed Carpenter]],"2, 6, 10, 13–14",2016,,,,,,,,,
22,"[[Ed Carpenter Racing]]<ref name=""INDYCAR: Carpenter, Fisher confirm split"">{{cite web|title=INDYCAR: Carpenter, Fisher confirm split|url=http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=January 30, 2016|date=January 28, 2016|archive-url=https://web.archive.org/web/20160130043045/http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|archive-date=January 30, 2016|url-status=dead}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,20,{{flagicon|USA}} [[Spencer Pigot]] {{color box|orange|R|border=silver}},"7–9, 11–12, 15–16",2016,,,,,,,,,
23,"[[Ed Carpenter Racing]]<ref name=""INDYCAR: Carpenter, Fisher confirm split"">{{cite web|title=INDYCAR: Carpenter, Fisher confirm split|url=http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=January 30, 2016|date=January 28, 2016|archive-url=https://web.archive.org/web/20160130043045/http://www.racer.com/indycar/item/125615-indycar-carpenter-fisher-confirm-split|archive-date=January 30, 2016|url-status=dead}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,21,"{{flagicon|USA}} [[Josef Newgarden]]<ref name=""INDYCAR: Carpenter, Fisher confirm split"" />",All,2016,,,,,,,,,
24,[[KV Racing Technology|KVSH Racing]],,[[Chevrolet Indy V6|Chevrolet]],,11,"{{flagicon|FRA}} [[Sébastien Bourdais]]<ref>{{cite web|last=Pruett|first=Marshall|title=INDYCAR: KVSH considering single entry in 2016'|url=http://www.racer.com/indycar/item/124217-indycar-kv-considering-single-car-effort-in-2016|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=December 2, 2015|date=December 2, 2015|archive-url=https://web.archive.org/web/20151203223143/http://www.racer.com/indycar/item/124217-indycar-kv-considering-single-car-effort-in-2016|archive-date=December 3, 2015|url-status=dead}}</ref>",All,2016,,,,,,,,,
25,[[KV Racing Technology|KVSH Racing]],,[[Chevrolet Indy V6|Chevrolet]],,25,{{flagicon|GBR}} [[Stefan Wilson]] {{color box|orange|R|border=silver}},6,2016,,,,,,,,,
26,[[Pirtek Team Murray]],,[[Chevrolet Indy V6|Chevrolet]],,61,"{{flagicon|AUS}} [[Matthew Brabham]] {{color box|orange|R|border=silver}}<ref name=""INDYCAR: Brabham secures Indy 500 drive"">{{cite web|title=INDYCAR: Brabham secures Indy 500 drive|url=http://www.racer.com/indycar/item/124263-indycar-brabham-secures-indy-500-drive#!1961_Indy_5006|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=December 3, 2015|date=December 3, 2015|archive-url=https://web.archive.org/web/20151204221817/http://www.racer.com/indycar/item/124263-indycar-brabham-secures-indy-500-drive#!1961_Indy_5006|archive-date=December 4, 2015|url-status=dead}}</ref>{{refn|group=N|Team to get support from [[KVSH Racing]].}}",5–6,2016,,,,,,,,,
27,"[[Lazier Partners Racing|Lazier]] [[Thom Burns Racing|Burns Racing]]<ref>{{cite news|last=Cavin|first=Curt|title=Lazier team has new name, number, better chance|url=http://www.indystar.com/story/sports/motor/2016/05/12/lazier-team-has-new-name-number-better-chance/84292728/|access-date=May 13, 2016|work=[[The Indianapolis Star]]|publisher=[[Gannett Company]]|date=May 13, 2016|location=[[Indianapolis]]}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,4,{{flagicon|USA}} [[Buddy Lazier]],6,2016,,,,,,,,,
28,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,15,{{flagicon|USA}} [[Graham Rahal]],All,2016,,,,,,,,,
29,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,16,"{{flagicon|USA}} [[Spencer Pigot]] {{color box|orange|R|border=silver}}<ref>{{cite web|last=Lewandowski|first=Dave|title=American force: Pigot joins Rahal for 2016 races|url=http://www.indycar.com/News/2015/10/10-20-Pigot-gets-IndyCar-ride-with-Rahal|website=IndyCar.com|publisher=Brickyard Trademarks, Inc.|access-date=October 20, 2015|date=October 20, 2015}}</ref>","1, 5–6",2016,,,,,,,,,
30,[[Arrow McLaren|Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,5,{{flagicon|CAN}} [[James Hinchcliffe]],All,2016,,,,,,,,,
31,[[Arrow McLaren|Schmidt Peterson Motorsports]],,[[Honda Indy V6|Honda]],,7,"{{flagicon|RUS}} [[Mikhail Aleshin]]<ref>{{cite web|title=INDYCAR: Aleshin confirmed at Schmidt|url=http://www.racer.com/indycar/item/124389-indycar-aleshin-confirmed-at-schmidt|website=Racer.com|publisher=Racer Media & Marketing, Inc.|access-date=December 8, 2015|date=December 8, 2015|archive-url=https://web.archive.org/web/20151212191151/http://www.racer.com/indycar/item/124389-indycar-aleshin-confirmed-at-schmidt|archive-date=December 12, 2015|url-status=dead}}</ref>",All,2016,,,,,,,,,
32,[[Arrow McLaren|Schmidt Peterson Motorsports]] with Marotti Autosport,,[[Honda Indy V6|Honda]],,77,{{flagicon|ESP}} [[Oriol Servià]],6,2016,,,,,,,,,
33,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,2,{{flagicon|COL}} [[Juan Pablo Montoya]],All,2016,,,,,,,,,
34,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,3,{{flagicon|BRA}} [[Hélio Castroneves]],All,2016,,,,,,,,,
35,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,12,"{{flagicon|ESP}} [[Oriol Servià]]<ref>{{cite news|last=James|first=Brant|title=Will Power has mild concussion, misses IndyCar season opener|url=http://sports.usatoday.com/2016/03/13/will-power-set-to-miss-st-petersburg-season-opener/|access-date=March 13, 2016|work=[[USA Today]]|publisher=[[Gannett Company]]|date=March 13, 2016|location=[[St. Petersburg, Florida]]|archive-date=July 16, 2016|archive-url=https://web.archive.org/web/20160716123618/http://sports.usatoday.com/2016/03/13/will-power-set-to-miss-st-petersburg-season-opener|url-status=dead}}</ref><ref>{{cite news|last=Fryer|first=Jenna|title=Power misdiagnosed with concussion before IndyCar opener|url=http://racing.ap.org/article/power-misdiagnosed-concussion-indycar-opener|access-date=March 16, 2016|work=Associated Press|agency=[[Associated Press]]|publisher=AP Sports|date=March 16, 2016|archive-url=https://web.archive.org/web/20160316153359/http://racing.ap.org/article/power-misdiagnosed-concussion-indycar-opener|archive-date=March 16, 2016|location=[[Charlotte, North Carolina]]}}</ref>",1,2016,,,,,,,,,
36,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,12,{{flagicon|AUS}} [[Will Power]],All{{refn|group=N|Replaced for race at St. Petersburg after winning pole by Servia due to inner-ear infection.}},2016,,,,,,,,,
37,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,22,{{flagicon|FRA}} [[Simon Pagenaud]],All,2016,,,,,,,,,
0,[[A. J. Foyt Enterprises]],,"[[Chevrolet Indy V6|Chevrolet]]<ref name=""AJ Foyt Racing will switch to Chevy"">{{cite web|title=AJ Foyt Racing will switch to Chevy|url=http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|website=[[Racer (magazine)|Racer.com]]|publisher=Racer Media & Marketing, Inc.|access-date=October 14, 2016|date=October 13, 2016|archive-url=https://web.archive.org/web/20161016040118/http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|archive-date=October 16, 2016|url-status=dead}}</ref>",,4,"{{flagicon|USA}} [[Conor Daly]]<ref name=""Carlos Munoz, Conor Daly will drive for AJ Foyt Racing"" >{{cite news|last=James|first=Brant|title=Carlos Munoz, Conor Daly will drive for AJ Foyt Racing|url=http://sports.usatoday.com/2016/11/15/carlos-munoz-conor-daly-will-drive-for-aj-foyt-racing/|access-date=November 15, 2016|work=[[USA Today]]|publisher=[[Gannett Company]]|date=November 15, 2016|archive-date=December 12, 2016|archive-url=https://web.archive.org/web/20161212224251/http://sports.usatoday.com/2016/11/15/carlos-munoz-conor-daly-will-drive-for-aj-foyt-racing|url-status=dead}}</ref>",,2017,All,,,,,,,,
1,[[A. J. Foyt Enterprises]],,"[[Chevrolet Indy V6|Chevrolet]]<ref name=""AJ Foyt Racing will switch to Chevy"">{{cite web|title=AJ Foyt Racing will switch to Chevy|url=http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|website=[[Racer (magazine)|Racer.com]]|publisher=Racer Media & Marketing, Inc.|access-date=October 14, 2016|date=October 13, 2016|archive-url=https://web.archive.org/web/20161016040118/http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|archive-date=October 16, 2016|url-status=dead}}</ref>",,14,"{{flagicon|COL}} [[Carlos Muñoz (racing driver)|Carlos Muñoz]]<ref name=""Carlos Munoz, Conor Daly will drive for AJ Foyt Racing""/>",,2017,All,,,,,,,,
2,[[A. J. Foyt Enterprises]],,"[[Chevrolet Indy V6|Chevrolet]]<ref name=""AJ Foyt Racing will switch to Chevy"">{{cite web|title=AJ Foyt Racing will switch to Chevy|url=http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|website=[[Racer (magazine)|Racer.com]]|publisher=Racer Media & Marketing, Inc.|access-date=October 14, 2016|date=October 13, 2016|archive-url=https://web.archive.org/web/20161016040118/http://www.racer.com/indycar/item/135456-indycar-aj-foyt-racing-will-switch-to-chevy|archive-date=October 16, 2016|url-status=dead}}</ref>",,40,"{{flagicon|USA}} [[Zach Veach]] {{Color box|orange|R|border=silver}}<ref name=""Veach"">{{cite web|last=DiZinno|first=Tony|title=Zach Veach's Indy 500 Debut Confirmed with Foyt|url=https://motorsports.nbcsports.com/2017/04/07/zach-veachs-indy-500-debut-confirmed-with-foyt//|website=MotorsportsTalk.com|publisher=[[NBC Sports]]|access-date=April 7, 2017|date=April 7, 2017}}</ref>",,2017,6,,,,,,,,
3,[[Andretti Autosport]],,"[[Honda Indy V6|Honda]]<ref name=""No mass exodus from Honda after Ganassi switch"">{{cite web|title=No mass exodus from Honda after Ganassi switch|url=http://www.motorsport.com/indycar/news/no-mass-exodus-from-honda-after-ganassi-switch-837428/|website=[[Motorsport.com]]|publisher=[[Motorsport Network]]|access-date=October 11, 2016|date=October 10, 2016}}</ref>",,26,"{{flagicon|JPN}} [[Takuma Sato]]<ref name=""Sato"">{{cite web|url=http://www.autosport.com/news/report.php/id/127377|title=Ex-F1 driver Sato joins Andretti Autosport for 2017 IndyCar season|last=Martin|first=Bruce|website=[[Autosport.com]]|publisher=[[Haymarket Media Group]]|access-date=December 2, 2016|date=December 2, 2016}}</ref>",,2017,All,,,,,,,,
